network_id,type,subtype,id_pair,species_1,label_1,degree_1,species_2,label_2,degree_2,number_sp_label_1,number_sp_label_2,connected,normalized_degree_sp_1,normalized_degree_sp_2,network_connectance
M_PL_048,M,PlantPollinator,1391,Potentilla erecta,Plant,75,Platycheirus cyaneus,Pollinator,9,30,236,1,0.3178,0.3,0.095
M_PL_048,M,PlantPollinator,1392,Potentilla erecta,Plant,75,Scaeva selenitica,Pollinator,7,30,236,1,0.3178,0.2333,0.095
M_PL_048,M,PlantPollinator,1393,Potentilla erecta,Plant,75,Scatophaga stercoraria,Pollinator,5,30,236,1,0.3178,0.1667,0.095
M_PL_048,M,PlantPollinator,1394,Potentilla erecta,Plant,75,Sepsis cynipsea,Pollinator,2,30,236,1,0.3178,0.0667,0.095
M_PL_048,M,PlantPollinator,1410,Potentilla erecta,Plant,75,Sericomyia silentis,Pollinator,3,30,236,1,0.3178,0.1,0.095
M_PL_048,M,PlantPollinator,1411,Potentilla erecta,Plant,75,Sphaerophoria scripta,Pollinator,3,30,236,1,0.3178,0.1,0.095
M_PL_048,M,PlantPollinator,1395,Potentilla erecta,Plant,75,Syritta pipiens,Pollinator,10,30,236,1,0.3178,0.3333,0.095
M_PL_048,M,PlantPollinator,1412,Potentilla erecta,Plant,75,Syrphus torvus,Pollinator,7,30,236,1,0.3178,0.2333,0.095
M_PL_048,M,PlantPollinator,1397,Potentilla erecta,Plant,75,Volucella bombylans,Pollinator,4,30,236,1,0.3178,0.1333,0.095
M_PL_049,M,PlantPollinator,1413,Potentilla erecta,Plant,16,Cheilosia pagana,Pollinator,6,37,225,1,0.0711,0.1622,0.071
M_PL_049,M,PlantPollinator,1404,Potentilla erecta,Plant,16,Empis aestiva,Pollinator,11,37,225,1,0.0711,0.2973,0.071
M_PL_049,M,PlantPollinator,1371,Potentilla erecta,Plant,16,Episyrphus balteatus,Pollinator,24,37,225,1,0.0711,0.6486,0.071
M_PL_049,M,PlantPollinator,1414,Ranunculus acris,Plant,14,Episyrphus balteatus,Pollinator,24,37,225,1,0.0622,0.6486,0.071
M_PL_049,M,PlantPollinator,1415,Potentilla erecta,Plant,16,Maniola jurtina,Pollinator,7,37,225,1,0.0711,0.1892,0.071
M_PL_049,M,PlantPollinator,1383,Potentilla erecta,Plant,16,Melanostoma mellinum,Pollinator,5,37,225,1,0.0711,0.1351,0.071
M_PL_049,M,PlantPollinator,1384,Potentilla erecta,Plant,16,Meligethes aeneus,Pollinator,22,37,225,1,0.0711,0.5946,0.071
M_PL_049,M,PlantPollinator,1416,Potentilla erecta,Plant,16,Oscinella vastator,Pollinator,2,37,225,1,0.0711,0.0541,0.071
M_PL_049,M,PlantPollinator,1408,Potentilla erecta,Plant,16,Phaonia incana,Pollinator,4,37,225,1,0.0711,0.1081,0.071
M_PL_049,M,PlantPollinator,1391,Potentilla erecta,Plant,16,Platycheirus cyaneus,Pollinator,24,37,225,1,0.0711,0.6486,0.071
M_PL_050,M,PlantPollinator,1417,Plocama pendula,Plant,6,Apis mellifera,Pollinator,2,14,35,1,0.1714,0.1429,0.176
M_PL_050,M,PlantPollinator,1418,Plocama pendula,Plant,6,Camponotus rufoglaucus,Pollinator,7,14,35,1,0.1714,0.5,0.176
M_PL_050,M,PlantPollinator,1419,Plocama pendula,Plant,6,Lasioglossum evylaeus,Pollinator,8,14,35,1,0.1714,0.5714,0.176
M_PL_050,M,PlantPollinator,1420,Plocama pendula,Plant,6,Sphecodes marginatus,Pollinator,6,14,35,1,0.1714,0.4286,0.176
M_PL_052,M,PlantPollinator,1361,Pyrola grandiflora,Plant,5,Eupeodes curtus,Pollinator,6,15,39,1,0.1282,0.4,0.157
M_PL_052,M,PlantPollinator,1421,Polygonum viviparum,Plant,5,Eupeodes luniger,Pollinator,6,15,39,1,0.1282,0.4,0.157
M_PL_052,M,PlantPollinator,1422,Polygonum viviparum,Plant,5,Helophilus borealis,Pollinator,2,15,39,1,0.1282,0.1333,0.157
M_PL_052,M,PlantPollinator,1423,Pyrola grandiflora,Plant,5,Nysius groenlandicus,Pollinator,9,15,39,1,0.1282,0.6,0.157
M_PL_052,M,PlantPollinator,1424,Polygonum viviparum,Plant,5,Sphaerophoria scripta,Pollinator,6,15,39,1,0.1282,0.4,0.157
M_PL_053,M,PlantPollinator,1425,Potentilla freyniana,Plant,9,Bombus diversus,Pollinator,13,99,294,1,0.0306,0.1313,0.02
M_PL_053,M,PlantPollinator,1426,Ranunculus japonicus,Plant,15,Bombus diversus,Pollinator,13,99,294,1,0.051,0.1313,0.02
M_PL_053,M,PlantPollinator,1427,Prunella vulgaris,Plant,7,Ceratina flavipes,Pollinator,7,99,294,1,0.0238,0.0707,0.02
M_PL_053,M,PlantPollinator,1428,Ranunculus japonicus,Plant,15,Ceratina flavipes,Pollinator,7,99,294,1,0.051,0.0707,0.02
M_PL_053,M,PlantPollinator,1429,Prunella vulgaris,Plant,7,Ceratina japonica,Pollinator,15,99,294,1,0.0238,0.1515,0.02
M_PL_053,M,PlantPollinator,1430,Ranunculus japonicus,Plant,15,Ceratina japonica,Pollinator,15,99,294,1,0.051,0.1515,0.02
M_PL_053,M,PlantPollinator,1431,Ranunculus japonicus,Plant,15,Eristalis tenax,Pollinator,15,99,294,1,0.051,0.1515,0.02
M_PL_053,M,PlantPollinator,1432,Prunella vulgaris,Plant,7,Melanostoma scalare,Pollinator,6,99,294,1,0.0238,0.0606,0.02
M_PL_053,M,PlantPollinator,1433,Prunus jamasakura,Plant,19,Melanostoma scalare,Pollinator,6,99,294,1,0.0646,0.0606,0.02
M_PL_053,M,PlantPollinator,1434,Ranunculus japonicus,Plant,15,Melanostoma scalare,Pollinator,6,99,294,1,0.051,0.0606,0.02
M_PL_054,M,PlantPollinator,1435,Pollia japonica,Plant,4,Bombus diversus diversus,Pollinator,2,113,318,1,0.0126,0.0177,0.022
M_PL_054,M,PlantPollinator,1436,Pollia japonica,Plant,4,Lasioglossum occidens,Pollinator,19,113,318,1,0.0126,0.1681,0.022
M_PL_054,M,PlantPollinator,1437,Pollia japonica,Plant,4,Xylocopa appendiculata circumvolan,Pollinator,24,113,318,1,0.0126,0.2124,0.022
M_PL_055,M,PlantPollinator,1438,Ranunculus japonicus,Plant,9,Andrena Knuthi,Pollinator,3,64,195,1,0.0462,0.0469,0.035
M_PL_055,M,PlantPollinator,1439,Prunella vulgaris,Plant,12,Bombus diversus,Pollinator,5,64,195,1,0.0615,0.0781,0.035
M_PL_055,M,PlantPollinator,1427,Prunella vulgaris,Plant,12,Ceratina flavipes,Pollinator,2,64,195,1,0.0615,0.0313,0.035
M_PL_055,M,PlantPollinator,1430,Ranunculus japonicus,Plant,9,Ceratina japonica,Pollinator,4,64,195,1,0.0462,0.0625,0.035
M_PL_055,M,PlantPollinator,1440,Ranunculus japonicus,Plant,9,Lasioglossum sibiriacum,Pollinator,12,64,195,1,0.0462,0.1875,0.035
M_PL_055,M,PlantPollinator,1441,Ranunculus japonicus,Plant,9,Sphaerophoria macrogaster,Pollinator,16,64,195,1,0.0462,0.25,0.035
M_PL_056,M,PlantPollinator,1431,Ranunculus japonicus,Plant,17,Eristalis tenax,Pollinator,21,91,365,1,0.0466,0.2308,0.026
M_PL_056,M,PlantPollinator,1434,Ranunculus japonicus,Plant,17,Melanostoma scalare,Pollinator,7,91,365,1,0.0466,0.0769,0.026
M_PL_057,M,PlantPollinator,1442,Rabdosia trichocarpa,Plant,7,Bombus diversus diversus,Pollinator,37,114,883,1,0.0079,0.3246,0.019
M_PL_057,M,PlantPollinator,1443,Ranunculus silerifolius,Plant,24,Bombus diversus diversus,Pollinator,37,114,883,1,0.0272,0.3246,0.019
M_PL_057,M,PlantPollinator,1444,Plantago asiatica,Plant,1,Bombus hypocrita hypocrita,Pollinator,18,114,883,1,0.0011,0.1579,0.019
M_PL_057,M,PlantPollinator,1445,Ranunculus silerifolius,Plant,24,Ceratina iwatai,Pollinator,2,114,883,1,0.0272,0.0175,0.019
M_PL_057,M,PlantPollinator,1446,Rabdosia longituba,Plant,4,Episyrphus balteatus,Pollinator,30,114,883,1,0.0045,0.2632,0.019
M_PL_057,M,PlantPollinator,1447,Ranunculus silerifolius,Plant,24,Episyrphus balteatus,Pollinator,30,114,883,1,0.0272,0.2632,0.019
M_PL_057,M,PlantPollinator,1448,Rabdosia trichocarpa,Plant,7,Eumenes rubronotatus,Pollinator,3,114,883,1,0.0079,0.0263,0.019
M_PL_057,M,PlantPollinator,1449,Ranunculus silerifolius,Plant,24,Lasioglossum sibiriacum,Pollinator,10,114,883,1,0.0272,0.0877,0.019
M_PL_057,M,PlantPollinator,1450,Ranunculus silerifolius,Plant,24,Megachile tsurugensis,Pollinator,6,114,883,1,0.0272,0.0526,0.019
M_PL_057,M,PlantPollinator,1451,Ranunculus silerifolius,Plant,24,Melanostoma scalare,Pollinator,26,114,883,1,0.0272,0.2281,0.019
M_PL_057,M,PlantPollinator,1452,Pollia japonica,Plant,4,Nonartha cyaneum,Pollinator,16,114,883,1,0.0045,0.1404,0.019
M_PL_057,M,PlantPollinator,1453,Ranunculus silerifolius,Plant,24,Paragus tibialis,Pollinator,8,114,883,1,0.0272,0.0702,0.019
M_PL_057,M,PlantPollinator,1454,Rabdosia trichocarpa,Plant,7,Pipiza inornata,Pollinator,2,114,883,1,0.0079,0.0175,0.019
M_PL_057,M,PlantPollinator,1455,Ranunculus silerifolius,Plant,24,Sphaerophoria macrogaster,Pollinator,13,114,883,1,0.0272,0.114,0.019
M_PL_057,M,PlantPollinator,1456,Ranunculus silerifolius,Plant,24,Sphaerophoria menthastri,Pollinator,8,114,883,1,0.0272,0.0702,0.019
M_PL_039,M,PlantPollinator,1417,Plocama pendula,Plant,9,Apis mellifera,Pollinator,6,17,51,1,0.1765,0.3529,0.149
M_PL_039,M,PlantPollinator,1418,Plocama pendula,Plant,9,Camponotus rufoglaucus,Pollinator,1,17,51,1,0.1765,0.0588,0.149
M_PL_039,M,PlantPollinator,1457,Plocama pendula,Plant,9,Eucera gracilipes,Pollinator,13,17,51,1,0.1765,0.7647,0.149
M_PL_039,M,PlantPollinator,1419,Plocama pendula,Plant,9,Lasioglossum evylaeus,Pollinator,13,17,51,1,0.1765,0.7647,0.149
M_PL_010,M,PlantPollinator,1458,Saxifraga cernua,Plant,13,Aedes nigripes,Pollinator,15,31,76,1,0.1711,0.4839,0.194
M_PL_010,M,PlantPollinator,1459,Saxifraga oppositifolia,Plant,29,Aedes nigripes,Pollinator,15,31,76,1,0.3816,0.4839,0.194
M_PL_010,M,PlantPollinator,1460,Saxifraga oppositifolia,Plant,29,Lasiopiophila pilosa,Pollinator,3,31,76,1,0.3816,0.0968,0.194
M_PL_010,M,PlantPollinator,1461,Saxifraga oppositifolia,Plant,29,Rhamphomyia filicauda,Pollinator,10,31,76,1,0.3816,0.3226,0.194
M_PL_010,M,PlantPollinator,1462,Saxifraga hirculus,Plant,7,Spilogona denudata,Pollinator,11,31,76,1,0.0921,0.3548,0.194
M_PL_010,M,PlantPollinator,1463,Saxifraga oppositifolia,Plant,29,Spilogona denudata,Pollinator,11,31,76,1,0.3816,0.3548,0.194
M_PL_010,M,PlantPollinator,1464,Saxifraga cernua,Plant,13,Spilogona dorsata,Pollinator,18,31,76,1,0.1711,0.5806,0.194
M_PL_010,M,PlantPollinator,1465,Saxifraga oppositifolia,Plant,29,Spilogona dorsata,Pollinator,18,31,76,1,0.3816,0.5806,0.194
M_PL_010,M,PlantPollinator,1466,Saxifraga oppositifolia,Plant,29,Spilogona extensa,Pollinator,16,31,76,1,0.3816,0.5161,0.194
M_PL_010,M,PlantPollinator,1467,Salix arctica,Plant,28,Spilogona sanctipauli,Pollinator,20,31,76,1,0.3684,0.6452,0.194
M_PL_010,M,PlantPollinator,1468,Saxifraga cernua,Plant,13,Spilogona sanctipauli,Pollinator,20,31,76,1,0.1711,0.6452,0.194
M_PL_010,M,PlantPollinator,1469,Saxifraga oppositifolia,Plant,29,Spilogona sanctipauli,Pollinator,20,31,76,1,0.3816,0.6452,0.194
M_PL_010,M,PlantPollinator,1470,Salix arctica,Plant,28,Spilogona tornensis,Pollinator,5,31,76,1,0.3684,0.1613,0.194
M_PL_010,M,PlantPollinator,1471,Saxifraga oppositifolia,Plant,29,Zaphne frontata,Pollinator,5,31,76,1,0.3816,0.1613,0.194
M_PL_014,M,PlantPollinator,1472,Saxifraga oppositifolia,Plant,24,Boreellus atriceps,Pollinator,2,29,81,1,0.2963,0.069,0.076
M_PL_014,M,PlantPollinator,1473,Saxifraga oppositifolia,Plant,24,Carposcalis carinata,Pollinator,6,29,81,1,0.2963,0.2069,0.076
M_PL_014,M,PlantPollinator,1474,Saxifraga oppositifolia,Plant,24,Fucellia pictipennis,Pollinator,1,29,81,1,0.2963,0.0345,0.076
M_PL_014,M,PlantPollinator,1475,Saxifraga hirculus,Plant,3,Spilogona melanosoma,Pollinator,3,29,81,1,0.037,0.1034,0.076
M_PL_016,M,PlantPollinator,1476,Rosmarinus officinalis,Plant,21,Apis mellifera,Pollinator,14,26,179,1,0.1173,0.5385,0.089
M_PL_018,M,PlantPollinator,1477,Senecio jacobea,Plant,14,Bombus pratorum,Pollinator,3,39,105,1,0.1333,0.0769,0.094
M_PL_020,M,PlantPollinator,1472,Saxifraga oppositifolia,Plant,24,Boreellus atriceps,Pollinator,5,20,91,1,0.2637,0.25,0.104
M_PL_020,M,PlantPollinator,1473,Saxifraga oppositifolia,Plant,24,Carposcalis carinata,Pollinator,7,20,91,1,0.2637,0.35,0.104
M_PL_020,M,PlantPollinator,1478,Saxifraga oppositifolia,Plant,24,Eupogonomyia groenlandica,Pollinator,4,20,91,1,0.2637,0.2,0.104
M_PL_020,M,PlantPollinator,1474,Saxifraga oppositifolia,Plant,24,Fucellia pictipennis,Pollinator,2,20,91,1,0.2637,0.1,0.104
M_PL_020,M,PlantPollinator,1479,Saxifraga oppositifolia,Plant,24,Paraphaenocladius despectus,Pollinator,3,20,91,1,0.2637,0.15,0.104
M_PL_021,M,PlantPollinator,1480,Rhus javanica,Plant,21,Apis mellifera,Pollinator,5,91,677,1,0.031,0.0549,0.019
M_PL_021,M,PlantPollinator,1481,Rubus parvifolius,Plant,2,Bombus ardens,Pollinator,8,91,677,1,0.003,0.0879,0.019
M_PL_021,M,PlantPollinator,1482,Rubus palmatus,Plant,4,Bombus honshuensis,Pollinator,25,91,677,1,0.0059,0.2747,0.019
M_PL_021,M,PlantPollinator,1483,Rhus javanica,Plant,21,Bombus hypocrita hypocrita,Pollinator,14,91,677,1,0.031,0.1538,0.019
M_PL_021,M,PlantPollinator,1484,Reynoutria japonica,Plant,12,Bombus ignitus,Pollinator,1,91,677,1,0.0177,0.011,0.019
M_PL_021,M,PlantPollinator,1485,Rubus palmatus,Plant,4,Ceratina megastigmata,Pollinator,23,91,677,1,0.0059,0.2527,0.019
M_PL_021,M,PlantPollinator,1486,Rhus javanica,Plant,21,Chalicodoma sculpturalis,Pollinator,1,91,677,1,0.031,0.011,0.019
M_PL_021,M,PlantPollinator,1487,Reynoutria japonica,Plant,12,Choaspes benjaminii,Pollinator,1,91,677,1,0.0177,0.011,0.019
M_PL_021,M,PlantPollinator,1488,Reynoutria japonica,Plant,12,Eristalis cerealis,Pollinator,21,91,677,1,0.0177,0.2308,0.019
M_PL_021,M,PlantPollinator,1489,Rhus javanica,Plant,21,Eristalis cerealis,Pollinator,21,91,677,1,0.031,0.2308,0.019
M_PL_021,M,PlantPollinator,1490,Rhus javanica,Plant,21,Eristalomya tenax,Pollinator,7,91,677,1,0.031,0.0769,0.019
M_PL_021,M,PlantPollinator,1491,Reynoutria japonica,Plant,12,Eurystylus coelestialium,Pollinator,5,91,677,1,0.0177,0.0549,0.019
M_PL_021,M,PlantPollinator,1492,Rhus javanica,Plant,21,Eurystylus coelestialium,Pollinator,5,91,677,1,0.031,0.0549,0.019
M_PL_021,M,PlantPollinator,1493,Rubus palmatus,Plant,4,Helophilus virgatus,Pollinator,5,91,677,1,0.0059,0.0549,0.019
M_PL_021,M,PlantPollinator,1494,Reynoutria japonica,Plant,12,Hylaeus globula,Pollinator,8,91,677,1,0.0177,0.0879,0.019
M_PL_021,M,PlantPollinator,1495,Rhus javanica,Plant,21,Hylaeus globula,Pollinator,8,91,677,1,0.031,0.0879,0.019
M_PL_021,M,PlantPollinator,1496,Reynoutria japonica,Plant,12,Lasioglossum apristum,Pollinator,17,91,677,1,0.0177,0.1868,0.019
M_PL_021,M,PlantPollinator,1497,Rhus javanica,Plant,21,Lasius niger,Pollinator,4,91,677,1,0.031,0.044,0.019
M_PL_021,M,PlantPollinator,1498,Rhus javanica,Plant,21,Megachile tsurugensis,Pollinator,3,91,677,1,0.031,0.033,0.019
M_PL_021,M,PlantPollinator,1499,Rhus javanica,Plant,21,Rhopalum latronum,Pollinator,8,91,677,1,0.031,0.0879,0.019
M_PL_021,M,PlantPollinator,1500,Reynoutria japonica,Plant,12,Vespa xanthoptera,Pollinator,7,91,677,1,0.0177,0.0769,0.019
M_PL_021,M,PlantPollinator,1501,Rhus javanica,Plant,21,Vespa xanthoptera,Pollinator,7,91,677,1,0.031,0.0769,0.019
M_PL_026,M,PlantPollinator,1502,Scalesia affinis,Plant,1,Xylocopa darwini,Pollinator,80,105,54,1,0.0185,0.7619,0.036
M_PL_028,M,PlantPollinator,1503,Rosa rubiginosa,Plant,8,Eristalis tenax,Pollinator,3,41,139,1,0.0576,0.0732,0.066
M_PL_042,M,PlantPollinator,1504,Scalesia affinis,Plant,3,Lepidanthrax tinctus,Pollinator,6,12,6,1,0.5,0.5,0.347
M_PL_042,M,PlantPollinator,1502,Scalesia affinis,Plant,3,Xylocopa darwini,Pollinator,11,12,6,1,0.5,0.9167,0.347
M_PL_046,M,PlantPollinator,1505,Rubus fruticosus,Plant,15,Bombus pascuorum,Pollinator,9,16,44,1,0.3409,0.5625,0.395
M_PL_046,M,PlantPollinator,1506,Rubus fruticosus,Plant,15,Bombus terrestris,Pollinator,9,16,44,1,0.3409,0.5625,0.395
M_PL_047,M,PlantPollinator,1507,Salix repens,Plant,75,Adela cuprella,Pollinator,1,19,186,1,0.4032,0.0526,0.12
M_PL_047,M,PlantPollinator,1508,Salix repens,Plant,75,Andrena clarkella,Pollinator,2,19,186,1,0.4032,0.1053,0.12
M_PL_047,M,PlantPollinator,1509,Salix repens,Plant,75,Andrena fulva,Pollinator,3,19,186,1,0.4032,0.1579,0.12
M_PL_047,M,PlantPollinator,1510,Salix repens,Plant,75,Andrena haemorrhoa,Pollinator,5,19,186,1,0.4032,0.2632,0.12
M_PL_047,M,PlantPollinator,1511,Scorzonea humilis,Plant,10,Andrena haemorrhoa,Pollinator,5,19,186,1,0.0538,0.2632,0.12
M_PL_047,M,PlantPollinator,1512,Salix repens,Plant,75,Apis mellifera,Pollinator,13,19,186,1,0.4032,0.6842,0.12
M_PL_047,M,PlantPollinator,1513,Scorzonea humilis,Plant,10,Apis mellifera,Pollinator,13,19,186,1,0.0538,0.6842,0.12
M_PL_047,M,PlantPollinator,1514,Salix repens,Plant,75,Aplotarsus incanus,Pollinator,1,19,186,1,0.4032,0.0526,0.12
M_PL_047,M,PlantPollinator,1515,Salix repens,Plant,75,Athous subfuscus,Pollinator,1,19,186,1,0.4032,0.0526,0.12
M_PL_047,M,PlantPollinator,1516,Salix repens,Plant,75,Bellardia vulgaris,Pollinator,3,19,186,1,0.4032,0.1579,0.12
M_PL_047,M,PlantPollinator,1517,Salix repens,Plant,75,Bibio lanigerus,Pollinator,1,19,186,1,0.4032,0.0526,0.12
M_PL_047,M,PlantPollinator,1518,Salix repens,Plant,75,Bombus lucorum,Pollinator,8,19,186,1,0.4032,0.4211,0.12
M_PL_048,M,PlantPollinator,1507,Salix repens,Plant,74,Adela cuprella,Pollinator,1,30,236,1,0.3136,0.0333,0.095
M_PL_048,M,PlantPollinator,1508,Salix repens,Plant,74,Andrena clarkella,Pollinator,1,30,236,1,0.3136,0.0333,0.095
M_PL_048,M,PlantPollinator,1509,Salix repens,Plant,74,Andrena fulva,Pollinator,2,30,236,1,0.3136,0.0667,0.095
M_PL_048,M,PlantPollinator,1510,Salix repens,Plant,74,Andrena haemorrhoa,Pollinator,3,30,236,1,0.3136,0.1,0.095
M_PL_048,M,PlantPollinator,1512,Salix repens,Plant,74,Apis mellifera,Pollinator,16,30,236,1,0.3136,0.5333,0.095
M_PL_048,M,PlantPollinator,1516,Salix repens,Plant,74,Bellardia vulgaris,Pollinator,15,30,236,1,0.3136,0.5,0.095
M_PL_048,M,PlantPollinator,1517,Salix repens,Plant,74,Bibio lanigerus,Pollinator,3,30,236,1,0.3136,0.1,0.095
M_PL_048,M,PlantPollinator,1518,Salix repens,Plant,74,Bombus lucorum,Pollinator,13,30,236,1,0.3136,0.4333,0.095
M_PL_053,M,PlantPollinator,1481,Rubus parvifolius,Plant,6,Bombus ardens,Pollinator,9,99,294,1,0.0204,0.0909,0.02
M_PL_054,M,PlantPollinator,1501,Rhus javanica,Plant,5,Vespa xanthoptera,Pollinator,12,113,318,1,0.0157,0.1062,0.022
M_PL_056,M,PlantPollinator,1496,Reynoutria japonica,Plant,64,Lasioglossum apristum,Pollinator,11,91,365,1,0.1753,0.1209,0.026
M_PL_057,M,PlantPollinator,1483,Rhus javanica,Plant,14,Bombus hypocrita hypocrita,Pollinator,18,114,883,1,0.0159,0.1579,0.019
M_PL_057,M,PlantPollinator,1485,Rubus palmatus,Plant,50,Ceratina megastigmata,Pollinator,22,114,883,1,0.0566,0.193,0.019
M_PL_057,M,PlantPollinator,1488,Reynoutria japonica,Plant,79,Eristalis cerealis,Pollinator,16,114,883,1,0.0895,0.1404,0.019
M_PL_057,M,PlantPollinator,1491,Reynoutria japonica,Plant,79,Eurystylus coelestialium,Pollinator,10,114,883,1,0.0895,0.0877,0.019
M_PL_057,M,PlantPollinator,1492,Rhus javanica,Plant,14,Eurystylus coelestialium,Pollinator,10,114,883,1,0.0159,0.0877,0.019
M_PL_057,M,PlantPollinator,1493,Rubus palmatus,Plant,50,Helophilus virgatus,Pollinator,10,114,883,1,0.0566,0.0877,0.019
M_PL_057,M,PlantPollinator,1494,Reynoutria japonica,Plant,79,Hylaeus globula,Pollinator,7,114,883,1,0.0895,0.0614,0.019
M_PL_057,M,PlantPollinator,1496,Reynoutria japonica,Plant,79,Lasioglossum apristum,Pollinator,37,114,883,1,0.0895,0.3246,0.019
M_PL_057,M,PlantPollinator,1499,Rhus javanica,Plant,14,Rhopalum latronum,Pollinator,19,114,883,1,0.0159,0.1667,0.019
M_PL_057,M,PlantPollinator,1500,Reynoutria japonica,Plant,79,Vespa xanthoptera,Pollinator,10,114,883,1,0.0895,0.0877,0.019
M_PL_058,M,PlantPollinator,1476,Rosmarinus officinalis,Plant,12,Apis mellifera,Pollinator,13,32,81,1,0.1481,0.4063,0.123
M_PL_043,M,PlantPollinator,1477,Senecio jacobea,Plant,14,Bombus pratorum,Pollinator,3,28,82,1,0.1707,0.1071,0.109
M_PL_007,M,PlantPollinator,1414,Ranunculus acris,Plant,11,Episyrphus balteatus,Pollinator,5,16,36,0,0.3056,0.3125,0.148
M_PL_010,M,PlantPollinator,1360,Polygonum viviparum,Plant,23,Eupeodes curtus,Pollinator,3,31,76,0,0.3026,0.0968,0.194
M_PL_021,M,PlantPollinator,1267,Ligustrum obtusifolium,Plant,6,Episyrphus balteatus,Pollinator,6,91,677,0,0.0089,0.0659,0.019
M_PL_021,M,PlantPollinator,1269,Ligustrum obtusifolium,Plant,6,Gymnosoma rotundatum,Pollinator,1,91,677,0,0.0089,0.011,0.019
M_PL_021,M,PlantPollinator,1310,Ligustrum obtusifolium,Plant,6,Lasioglossum occidens,Pollinator,8,91,677,0,0.0089,0.0879,0.019
M_PL_021,M,PlantPollinator,1282,Ligustrum obtusifolium,Plant,6,Vespa xanthoptera,Pollinator,7,91,677,0,0.0089,0.0769,0.019
M_PL_053,M,PlantPollinator,1293,Ligularia fischerii,Plant,3,Ceratina japonica,Pollinator,15,99,294,0,0.0102,0.1515,0.02
M_PL_053,M,PlantPollinator,1296,Ligularia fischerii,Plant,3,Ceratina megastigmata,Pollinator,7,99,294,0,0.0102,0.0707,0.02
M_PL_053,M,PlantPollinator,1299,Ligularia fischerii,Plant,3,Episyrphus balteatus,Pollinator,1,99,294,0,0.0102,0.0101,0.02
M_PL_053,M,PlantPollinator,1305,Ligularia fischerii,Plant,3,Lasioglossum apristum,Pollinator,2,99,294,0,0.0102,0.0202,0.02
M_PL_053,M,PlantPollinator,1315,Ligularia fischerii,Plant,3,Megachile tsurugensis,Pollinator,2,99,294,0,0.0102,0.0202,0.02
M_PL_053,M,PlantPollinator,1316,Ligularia fischerii,Plant,3,Melanostoma scalare,Pollinator,6,99,294,0,0.0102,0.0606,0.02
M_PL_054,M,PlantPollinator,1310,Ligustrum obtusifolium,Plant,10,Lasioglossum occidens,Pollinator,19,113,318,0,0.0314,0.1681,0.022
M_PL_055,M,PlantPollinator,1272,Lythrum anceps,Plant,7,Megachile nipponica,Pollinator,3,64,195,0,0.0359,0.0469,0.035
M_PL_055,M,PlantPollinator,1273,Lythrum anceps,Plant,7,Megachile tsurugensis,Pollinator,3,64,195,0,0.0359,0.0469,0.035
M_PL_055,M,PlantPollinator,1275,Lythrum anceps,Plant,7,Oxycetonia jucunda,Pollinator,2,64,195,0,0.0359,0.0313,0.035
M_PL_057,M,PlantPollinator,1267,Ligustrum obtusifolium,Plant,1,Episyrphus balteatus,Pollinator,30,114,883,0,0.0011,0.2632,0.019
M_PL_057,M,PlantPollinator,1269,Ligustrum obtusifolium,Plant,1,Gymnosoma rotundatum,Pollinator,6,114,883,0,0.0011,0.0526,0.019
M_PL_057,M,PlantPollinator,1282,Ligustrum obtusifolium,Plant,1,Vespa xanthoptera,Pollinator,10,114,883,0,0.0011,0.0877,0.019
M_PL_057,M,PlantPollinator,1283,Ligustrum obtusifolium,Plant,1,Vollucella tabanoides,Pollinator,2,114,883,0,0.0011,0.0175,0.019
M_PL_057,M,PlantPollinator,1284,Ligustrum obtusifolium,Plant,1,Xylocopa appendiculata circumvolan,Pollinator,1,114,883,0,0.0011,0.0088,0.019
M_PL_014,M,PlantPollinator,1422,Polygonum viviparum,Plant,1,Helophilus borealis,Pollinator,2,29,81,0,0.0123,0.069,0.076
M_PL_015,M,PlantPollinator,1324,Oxalis pes-caprae,Plant,5,Amegilla quadrifasciata,Pollinator,7,131,666,0,0.0075,0.0534,0.034
M_PL_018,M,PlantPollinator,1432,Prunella vulgaris,Plant,3,Melanostoma scalare,Pollinator,3,39,105,0,0.0286,0.0769,0.094
M_PL_020,M,PlantPollinator,1422,Polygonum viviparum,Plant,9,Helophilus borealis,Pollinator,1,20,91,0,0.0989,0.05,0.104
M_PL_021,M,PlantPollinator,1285,Persicaria thunbergii,Plant,20,Apis cerana,Pollinator,11,91,677,0,0.0295,0.1209,0.019
M_PL_021,M,PlantPollinator,1442,Rabdosia trichocarpa,Plant,28,Bombus diversus diversus,Pollinator,25,91,677,0,0.0414,0.2747,0.019
M_PL_021,M,PlantPollinator,1289,Persicaria thunbergii,Plant,20,Bombus hypocrita hypocrita,Pollinator,14,91,677,0,0.0295,0.1538,0.019
M_PL_021,M,PlantPollinator,1444,Plantago asiatica,Plant,1,Bombus hypocrita hypocrita,Pollinator,14,91,677,0,0.0015,0.1538,0.019
M_PL_021,M,PlantPollinator,1290,Persicaria thunbergii,Plant,20,Carbula humerigera,Pollinator,1,91,677,0,0.0295,0.011,0.019
M_PL_021,M,PlantPollinator,1291,Persicaria thunbergii,Plant,20,Carpophilus chalybeus,Pollinator,2,91,677,0,0.0295,0.022,0.019
