Estimate.Intercept,Est.Error.Intercept,2.5%ile.Intercept,97.5%ile.Intercept,id_pair
-0.01,0.46,-0.94,0.88,721
0.05,0.46,-0.85,0.93,722
0.05,0.47,-0.87,0.97,723
0.05,0.47,-0.89,0.95,724
0.07,0.47,-0.86,0.98,725
-0.14,0.48,-1.11,0.77,726
-0.15,0.47,-1.07,0.75,727
-0.22,0.5,-1.2,0.73,728
-0.08,0.46,-1.02,0.82,729
0.03,0.46,-0.88,0.95,730
-0.01,0.45,-0.89,0.87,731
0.2,0.48,-0.71,1.18,732
0.17,0.46,-0.72,1.1,733
0.09,0.45,-0.79,0.99,734
-0,0.45,-0.87,0.89,735
-0.01,0.47,-0.94,0.92,736
0,0.47,-0.9,0.95,737
-0.02,0.48,-0.96,0.9,738
0.04,0.47,-0.84,0.97,739
0.17,0.47,-0.75,1.08,740
-0.19,0.46,-1.13,0.71,741
0.05,0.48,-0.88,0.98,742
0.16,0.47,-0.78,1.07,743
-0.09,0.47,-1.04,0.85,744
-0.03,0.47,-0.96,0.88,745
0.26,0.44,-0.61,1.11,746
0.1,0.48,-0.84,1.04,747
-0.06,0.44,-0.93,0.81,748
-0.04,0.45,-0.93,0.84,749
-0.05,0.44,-0.94,0.82,750
0.02,0.45,-0.86,0.92,751
-0,0.45,-0.9,0.89,752
-0.05,0.46,-0.98,0.84,753
-0.13,0.45,-1.02,0.75,754
-0.08,0.47,-1.03,0.85,755
-0.06,0.45,-0.95,0.8,756
-0.06,0.46,-0.98,0.83,757
-0.04,0.45,-0.9,0.85,758
0.16,0.45,-0.75,1.04,759
-0.07,0.46,-1,0.83,760
0.11,0.47,-0.81,1.04,761
0,0.46,-0.89,0.89,762
-0.03,0.47,-0.99,0.91,763
-0.04,0.47,-0.97,0.89,764
-0.05,0.44,-0.92,0.81,765
0.2,0.46,-0.72,1.13,766
0.12,0.47,-0.78,1.04,767
0.09,0.46,-0.78,1,768
0.08,0.46,-0.84,1.01,769
0.3,0.45,-0.55,1.2,770
0.13,0.46,-0.77,1.02,771
0.07,0.45,-0.84,0.97,772
0.17,0.46,-0.72,1.06,773
0.14,0.48,-0.8,1.04,774
-0.06,0.45,-0.94,0.81,775
-0.01,0.46,-0.9,0.89,776
-0.06,0.47,-0.99,0.83,777
-0.01,0.47,-0.94,0.93,778
-0.01,0.47,-0.94,0.93,779
-0.04,0.47,-0.96,0.88,780
-0.19,0.44,-1.07,0.66,781
-0.01,0.45,-0.9,0.87,782
0.03,0.49,-0.91,0.97,783
-0.09,0.46,-1,0.8,784
-0.09,0.45,-0.98,0.81,785
-0.02,0.47,-0.95,0.89,786
-0.02,0.47,-0.94,0.91,787
0.19,0.47,-0.69,1.11,788
0.03,0.49,-0.89,0.97,789
0.03,0.48,-0.93,0.99,790
0.03,0.5,-0.93,1,791
0.03,0.47,-0.88,0.98,792
0.03,0.47,-0.9,0.93,793
0.03,0.48,-0.94,0.99,794
0.01,0.49,-0.94,0.97,795
0.03,0.47,-0.9,0.95,796
0.01,0.47,-0.92,0.94,797
0.04,0.48,-0.92,0.99,798
0.02,0.5,-0.96,0.99,799
0,0.5,-0.98,1.01,800
0.02,0.48,-0.93,0.97,801
0.03,0.47,-0.91,0.94,802
0.02,0.49,-0.94,1.01,803
0.01,0.46,-0.9,0.94,804
-0.05,0.46,-0.95,0.84,805
0.05,0.47,-0.85,0.97,806
-0.13,0.43,-0.97,0.71,807
-0.07,0.47,-0.98,0.86,808
0.26,0.48,-0.68,1.22,809
0.28,0.47,-0.66,1.23,810
0.08,0.47,-0.84,0.98,811
-0.04,0.46,-0.92,0.87,812
-0.1,0.46,-0.99,0.81,813
0.08,0.46,-0.83,1,814
0.09,0.45,-0.77,1.01,815
0.12,0.49,-0.83,1.07,816
0.13,0.47,-0.78,1.04,817
-0.18,0.47,-1.15,0.73,818
-0.2,0.48,-1.12,0.7,819
-0.28,0.47,-1.24,0.62,820
-0.04,0.48,-1,0.88,821
-0.07,0.48,-1.03,0.87,822
-0.06,0.48,-0.99,0.85,823
0.09,0.48,-0.85,1.03,824
-0.07,0.47,-0.99,0.85,825
-0.04,0.47,-0.99,0.87,826
-0.15,0.48,-1.1,0.8,827
-0.12,0.47,-1.05,0.8,828
-0.15,0.48,-1.13,0.8,829
-0.01,0.48,-0.92,0.9,830
0.08,0.48,-0.86,1.02,831
0.03,0.47,-0.88,0.95,832
0.03,0.47,-0.89,0.94,833
0.04,0.48,-0.88,1,834
0.06,0.46,-0.82,0.99,835
-0.01,0.48,-0.96,0.89,836
0.02,0.45,-0.87,0.89,837
-0.05,0.47,-0.95,0.87,838
-0.02,0.48,-0.97,0.91,839
-0.02,0.46,-0.95,0.9,840
0.1,0.47,-0.82,1.03,841
0.05,0.44,-0.81,0.93,842
-0.02,0.47,-0.94,0.87,843
0.02,0.46,-0.91,0.95,844
-0.03,0.45,-0.88,0.83,845
-0.07,0.46,-0.97,0.81,846
0.05,0.46,-0.86,0.96,847
-0.02,0.48,-0.98,0.92,848
0.03,0.47,-0.89,0.96,849
0.01,0.46,-0.89,0.92,850
0.03,0.48,-0.9,0.97,851
-0.06,0.47,-0.99,0.89,852
0.01,0.47,-0.92,0.94,853
-0.31,0.44,-1.18,0.52,854
-0.1,0.45,-0.97,0.8,855
-0.05,0.45,-0.92,0.84,856
0.05,0.48,-0.88,0.99,857
-0.1,0.46,-1.02,0.77,858
-0.07,0.47,-1,0.86,859
0.18,0.48,-0.71,1.11,860
0.09,0.45,-0.8,1.01,861
0.21,0.45,-0.67,1.13,862
0.05,0.45,-0.85,0.94,863
-0,0.46,-0.9,0.91,864
-0.02,0.46,-0.94,0.91,865
-0.04,0.46,-0.95,0.88,866
-0.13,0.49,-1.1,0.81,867
-0.06,0.47,-0.99,0.88,868
-0.01,0.45,-0.89,0.86,869
-0.05,0.47,-0.98,0.84,870
-0.08,0.47,-0.99,0.85,871
-0.14,0.46,-1.06,0.77,872
-0.03,0.46,-0.95,0.87,873
-0.04,0.47,-0.99,0.91,874
-0.09,0.47,-1.04,0.82,875
-0.04,0.45,-0.93,0.85,876
-0.16,0.46,-1.09,0.76,877
0.02,0.46,-0.87,0.91,878
-0,0.46,-0.91,0.89,879
0.02,0.46,-0.89,0.92,880
-0.04,0.48,-0.97,0.87,881
-0.01,0.48,-0.94,0.9,882
0,0.45,-0.91,0.88,883
-0.07,0.48,-1.01,0.86,884
-0.01,0.46,-0.9,0.88,885
0.01,0.46,-0.93,0.92,886
0.17,0.47,-0.77,1.09,887
-0.19,0.49,-1.19,0.79,888
0.01,0.48,-0.94,0.99,889
-0.18,0.49,-1.15,0.76,890
0.31,0.46,-0.59,1.23,891
-0.23,0.47,-1.15,0.68,892
0.02,0.49,-0.91,0.97,893
0,0.47,-0.94,0.91,894
0.02,0.49,-0.94,0.97,895
0.02,0.48,-0.92,0.99,896
-0.18,0.49,-1.15,0.76,897
-0.18,0.48,-1.14,0.74,898
0.05,0.49,-0.91,1.03,899
0.02,0.48,-0.9,0.93,900
0.32,0.45,-0.56,1.19,901
-0.19,0.47,-1.14,0.71,902
0.03,0.49,-0.94,0.99,903
0.02,0.48,-0.94,0.97,904
0.03,0.47,-0.88,0.97,905
-0.11,0.44,-0.97,0.77,906
0.05,0.49,-0.94,1.01,907
-0.23,0.48,-1.21,0.68,908
0.11,0.46,-0.8,1,909
0.12,0.46,-0.75,1.02,910
0.06,0.48,-0.88,0.97,911
-0.06,0.48,-1.01,0.89,912
-0.15,0.47,-1.09,0.73,913
0.06,0.47,-0.87,0.98,914
0.02,0.47,-0.89,0.95,915
-0.02,0.47,-0.94,0.91,916
0.01,0.48,-0.91,0.98,917
0.09,0.47,-0.84,1.01,918
0.02,0.48,-0.94,0.93,919
0.01,0.48,-0.92,0.95,920
0.08,0.45,-0.8,0.98,921
-0.05,0.48,-0.98,0.94,922
-0.1,0.48,-1.03,0.85,923
0.04,0.47,-0.87,0.96,924
-0,0.46,-0.91,0.89,925
0.09,0.47,-0.81,1.06,926
0.07,0.49,-0.89,1.07,927
0.1,0.49,-0.85,1.07,928
0.02,0.48,-0.89,0.95,929
0.01,0.47,-0.9,0.93,930
-0.06,0.46,-0.97,0.84,931
0.36,0.45,-0.51,1.23,932
-0.2,0.44,-1.08,0.65,933
0.1,0.46,-0.83,1.01,934
0.09,0.47,-0.83,1.06,935
-0.05,0.47,-0.97,0.9,936
0.13,0.46,-0.77,1.04,937
-0.12,0.45,-1.03,0.76,938
-0,0.46,-0.93,0.91,939
0.1,0.47,-0.83,1.03,940
-0.12,0.45,-1.03,0.78,941
0.01,0.44,-0.85,0.86,942
0.06,0.47,-0.88,0.97,943
-0.01,0.46,-0.93,0.93,944
0.01,0.45,-0.88,0.89,945
0.04,0.46,-0.89,0.96,946
-0.04,0.45,-0.95,0.84,947
0.01,0.5,-0.93,0.99,948
0,0.5,-0.92,0.99,949
0.01,0.47,-0.89,0.93,950
0.01,0.48,-0.95,0.96,951
0.01,0.49,-0.96,0.95,952
0.01,0.49,-0.93,0.96,953
-0,0.49,-0.96,0.94,954
-0,0.48,-0.96,0.98,955
0,0.46,-0.89,0.91,956
0.01,0.49,-0.92,0.96,957
0.01,0.48,-0.92,0.98,958
0.01,0.48,-0.93,0.95,959
-0,0.49,-0.94,0.94,960
-0,0.5,-0.97,0.99,961
-0,0.47,-0.92,0.92,962
0.01,0.48,-0.95,0.96,963
0.01,0.5,-0.99,0.99,964
0.01,0.48,-0.96,0.93,965
0.01,0.48,-0.94,0.92,966
0.01,0.49,-0.98,0.99,967
-0.01,0.5,-0.99,0.98,968
-0.01,0.5,-1,0.97,969
0,0.48,-0.94,0.95,970
-0,0.48,-0.95,0.92,971
-0,0.48,-0.98,0.94,972
0,0.48,-0.91,0.98,973
0.01,0.5,-0.96,0.99,974
-0,0.48,-0.91,0.93,975
-0,0.47,-0.94,0.9,976
0.01,0.5,-0.99,0.99,977
0.01,0.49,-0.96,0.99,978
-0,0.48,-0.92,0.93,979
0.01,0.48,-0.93,0.95,980
0.01,0.5,-0.95,1.01,981
0,0.5,-0.98,0.99,982
-0.1,0.48,-1.05,0.87,983
-0.05,0.48,-1.01,0.93,984
-0.07,0.46,-0.96,0.83,985
-0.09,0.48,-1.02,0.83,986
0.03,0.48,-0.92,0.95,987
-0.05,0.48,-1.04,0.89,988
0.03,0.47,-0.92,0.97,989
-0.23,0.47,-1.21,0.69,990
-0.04,0.47,-0.94,0.88,991
-0.02,0.47,-0.97,0.91,992
0.14,0.46,-0.75,1.05,993
-0.04,0.46,-0.94,0.85,994
0.1,0.47,-0.83,1.04,995
-0.05,0.46,-0.97,0.85,996
0.25,0.46,-0.62,1.16,997
0.12,0.48,-0.85,1.06,998
-0.07,0.47,-0.96,0.87,999
0.03,0.47,-0.9,0.96,1000
0.13,0.46,-0.77,1.06,1001
-0.09,0.45,-0.97,0.8,1002
0,0.47,-0.9,0.92,1003
-0.13,0.47,-1.05,0.78,1004
0.13,0.46,-0.76,1.06,1005
0.13,0.48,-0.81,1.08,1006
0.13,0.47,-0.78,1.09,1007
0.11,0.48,-0.8,1.03,1008
-0.22,0.46,-1.15,0.68,1009
-0.2,0.46,-1.09,0.67,1010
-0,0.46,-0.93,0.93,1011
-0.11,0.47,-1.03,0.81,1012
-0.07,0.47,-1,0.83,1013
-0.04,0.47,-0.94,0.87,1014
0.09,0.48,-0.85,1.04,1015
0.09,0.46,-0.8,0.99,1016
0.03,0.48,-0.9,0.98,1017
0.15,0.46,-0.72,1.04,1018
0.11,0.47,-0.8,1.05,1019
-0.01,0.47,-0.92,0.93,1020
-0.14,0.48,-1.11,0.8,1021
-0.1,0.47,-1.05,0.8,1022
-0.12,0.47,-1.05,0.81,1023
0.08,0.47,-0.82,1.02,1024
0.13,0.47,-0.77,1.04,1025
-0.03,0.47,-0.97,0.9,1026
0.06,0.47,-0.85,1.03,1027
0.01,0.5,-0.95,1,1028
0.04,0.48,-0.9,0.96,1029
-0.01,0.47,-0.96,0.89,1030
0.01,0.47,-0.91,0.96,1031
0.01,0.48,-0.95,0.97,1032
-0,0.48,-0.95,0.94,1033
0.04,0.48,-0.88,0.99,1034
0.26,0.46,-0.63,1.18,1035
-0.3,0.47,-1.24,0.62,1036
-0.02,0.47,-0.95,0.89,1037
-0.03,0.49,-1.01,0.96,1038
-0.11,0.46,-1.04,0.79,1039
-0.09,0.48,-1.02,0.84,1040
0.19,0.49,-0.74,1.15,1041
-0.01,0.48,-0.95,0.9,1042
-0.01,0.47,-0.94,0.92,1043
0.04,0.49,-0.93,1.02,1044
-0.06,0.48,-1.05,0.85,1045
-0.01,0.46,-0.92,0.88,1046
0.04,0.47,-0.9,0.97,1047
-0.04,0.48,-0.95,0.91,1048
0.08,0.48,-0.85,1.01,1049
-0.03,0.46,-0.92,0.88,1050
0.12,0.47,-0.79,1.05,1051
-0.16,0.48,-1.11,0.8,1052
-0.03,0.48,-0.96,0.91,1053
-0.12,0.46,-1.02,0.77,1054
-0.01,0.48,-0.94,0.96,1055
0.03,0.47,-0.88,0.92,1056
-0,0.47,-0.91,0.93,1057
-0.07,0.47,-1,0.85,1058
0.03,0.46,-0.89,0.98,1059
0.19,0.46,-0.68,1.11,1060
0.06,0.47,-0.87,1.01,1061
0.07,0.47,-0.82,1.03,1062
0.16,0.47,-0.74,1.07,1063
0.02,0.5,-0.94,0.98,1064
0.03,0.46,-0.87,0.95,1065
0.06,0.48,-0.85,1.01,1066
0.12,0.46,-0.78,1.02,1067
0.09,0.48,-0.84,1.05,1068
0.03,0.5,-0.97,1.05,1069
0.04,0.48,-0.91,0.98,1070
0.03,0.48,-0.9,0.97,1071
0.12,0.47,-0.79,1.05,1072
0.17,0.48,-0.75,1.13,1073
0.1,0.45,-0.78,1,1074
0.05,0.48,-0.86,1,1075
0.03,0.49,-0.94,1.02,1076
0.07,0.49,-0.92,1.04,1077
0.14,0.46,-0.74,1.04,1078
0.15,0.45,-0.72,1.06,1079
-0.06,0.47,-1,0.87,1080
0.23,0.46,-0.67,1.15,1081
-0.13,0.46,-1.03,0.78,1082
0.03,0.47,-0.9,0.94,1083
-0.01,0.45,-0.9,0.87,1084
-0.03,0.47,-0.97,0.9,1085
0.11,0.48,-0.83,1.05,1086
0.01,0.47,-0.91,0.93,1087
0.01,0.46,-0.89,0.88,1088
0.2,0.48,-0.7,1.18,1089
0.16,0.45,-0.73,1.06,1090
0.3,0.43,-0.55,1.15,1091
-0.03,0.45,-0.93,0.86,1092
0.16,0.44,-0.68,1.04,1093
-0.08,0.47,-0.99,0.83,1094
0.03,0.48,-0.93,0.98,1095
0,0.46,-0.9,0.91,1096
0.12,0.47,-0.81,1.08,1097
-0.02,0.47,-0.93,0.92,1098
-0.01,0.47,-0.94,0.9,1099
0.08,0.45,-0.82,1,1100
0.03,0.46,-0.88,0.94,1101
0.24,0.46,-0.65,1.16,1102
0.01,0.49,-0.95,0.98,1103
0.03,0.49,-0.91,0.98,1104
-0.16,0.46,-1.04,0.74,1105
0.04,0.48,-0.93,0.97,1106
0.03,0.49,-0.94,1.02,1107
0.02,0.49,-0.97,1.01,1108
0.03,0.49,-0.9,0.99,1109
0.02,0.5,-0.97,0.99,1110
0.03,0.48,-0.93,0.96,1111
0.03,0.48,-0.95,0.96,1112
0.03,0.48,-0.89,0.97,1113
0.05,0.49,-0.9,1.03,1114
0.01,0.48,-0.94,0.97,1115
-0,0.48,-0.94,0.93,1116
-0.05,0.48,-0.99,0.87,1117
0.02,0.48,-0.95,0.96,1118
0.01,0.49,-0.94,0.96,1119
-0.11,0.46,-1.04,0.8,1120
-0.13,0.47,-1.09,0.82,1121
-0.04,0.45,-0.9,0.83,1122
0.02,0.46,-0.86,0.9,1123
0.03,0.46,-0.87,0.98,1124
0.05,0.46,-0.87,0.93,1125
-0.01,0.46,-0.9,0.93,1126
-0.04,0.48,-0.99,0.92,1127
-0.02,0.46,-0.94,0.88,1128
0.01,0.46,-0.92,0.9,1129
-0.19,0.44,-1.07,0.67,1130
0.02,0.46,-0.88,0.92,1131
-0.02,0.49,-0.99,0.96,1132
0.06,0.46,-0.85,0.96,1133
0.04,0.46,-0.88,0.91,1134
0.01,0.46,-0.92,0.92,1135
0.04,0.45,-0.84,0.91,1136
0.06,0.46,-0.85,0.98,1137
-0.1,0.45,-1,0.76,1138
0.07,0.46,-0.81,0.99,1139
0.14,0.47,-0.82,1.09,1140
0.01,0.46,-0.89,0.9,1141
0.03,0.46,-0.87,0.91,1142
0.01,0.47,-0.92,0.92,1143
0.01,0.46,-0.94,0.91,1144
0.02,0.45,-0.88,0.91,1145
-0.06,0.47,-0.98,0.86,1146
0.03,0.46,-0.89,0.91,1147
0.02,0.48,-0.95,0.95,1148
-0.04,0.47,-0.99,0.88,1149
-0.05,0.47,-1.03,0.88,1150
-0.1,0.46,-1.03,0.8,1151
-0.04,0.48,-0.99,0.92,1152
0.01,0.47,-0.9,0.95,1153
0.01,0.48,-0.95,0.94,1154
-0.02,0.45,-0.92,0.86,1155
-0.09,0.47,-1.03,0.81,1156
-0.08,0.48,-1.03,0.85,1157
-0.21,0.44,-1.07,0.68,1158
-0.09,0.46,-1,0.84,1159
-0.07,0.44,-0.92,0.8,1160
0.07,0.47,-0.86,0.96,1161
-0.01,0.46,-0.91,0.89,1162
-0.02,0.45,-0.9,0.86,1163
0,0.47,-0.89,0.92,1164
0,0.46,-0.89,0.92,1165
-0.01,0.46,-0.94,0.87,1166
0.01,0.46,-0.93,0.9,1167
0.04,0.46,-0.83,0.96,1168
-0.1,0.45,-0.98,0.77,1169
-0.01,0.45,-0.91,0.89,1170
0.02,0.46,-0.89,0.93,1171
-0.08,0.47,-1,0.86,1172
0.09,0.48,-0.84,1.01,1173
-0.11,0.46,-1.03,0.81,1174
-0.01,0.47,-0.96,0.92,1175
0.25,0.45,-0.63,1.14,1176
0.04,0.46,-0.85,0.94,1177
-0.21,0.46,-1.13,0.69,1178
0.04,0.46,-0.87,0.95,1179
0.01,0.47,-0.91,0.94,1180
-0.09,0.46,-1,0.8,1181
0.04,0.46,-0.88,0.96,1182
-0.06,0.47,-0.99,0.85,1183
-0.17,0.47,-1.09,0.75,1184
-0.02,0.46,-0.89,0.88,1185
-0.01,0.46,-0.93,0.89,1186
-0.11,0.47,-1.05,0.82,1187
-0.12,0.47,-1.06,0.78,1188
-0.03,0.48,-0.98,0.91,1189
-0.12,0.46,-1.04,0.78,1190
0.14,0.47,-0.78,1.06,1191
0.13,0.46,-0.78,1.03,1192
-0.03,0.49,-1,0.94,1193
0.1,0.48,-0.84,1.04,1194
-0.07,0.47,-1.01,0.83,1195
-0.04,0.48,-0.98,0.9,1196
0.14,0.46,-0.76,1.07,1197
-0.02,0.47,-0.95,0.93,1198
-0.02,0.47,-0.94,0.92,1199
0.12,0.48,-0.81,1.07,1200
0.03,0.48,-0.88,0.96,1201
0,0.46,-0.93,0.92,1202
0.07,0.46,-0.85,0.97,1203
0.15,0.46,-0.77,1.05,1204
0.07,0.46,-0.83,0.98,1205
0.14,0.46,-0.74,1.06,1206
0.11,0.47,-0.81,1.05,1207
0.12,0.48,-0.81,1.06,1208
0.12,0.47,-0.82,1.02,1209
0.15,0.49,-0.82,1.11,1210
0.07,0.45,-0.84,0.94,1211
0.02,0.47,-0.89,0.92,1212
0.11,0.47,-0.8,1.04,1213
-0.04,0.47,-0.97,0.86,1214
-0.07,0.47,-1,0.86,1215
-0,0.47,-0.97,0.96,1216
0.01,0.47,-0.94,0.91,1217
0.12,0.48,-0.83,1.05,1218
-0.12,0.47,-1.02,0.79,1219
-0.02,0.47,-0.93,0.9,1220
0.19,0.47,-0.73,1.13,1221
-0.05,0.47,-1,0.86,1222
0.02,0.46,-0.89,0.93,1223
-0.01,0.47,-0.94,0.89,1224
0.01,0.45,-0.87,0.89,1225
0.02,0.46,-0.87,0.94,1226
0.18,0.46,-0.73,1.07,1227
-0.06,0.47,-0.99,0.86,1228
0.24,0.49,-0.7,1.19,1229
-0.22,0.48,-1.19,0.72,1230
0.03,0.49,-0.95,1.04,1231
0.04,0.48,-0.9,1.01,1232
0.04,0.47,-0.92,0.96,1233
0,0.49,-0.97,0.97,1234
0.02,0.48,-0.93,0.98,1235
0.03,0.48,-0.89,0.96,1236
0.02,0.48,-0.91,0.98,1237
0.03,0.48,-0.93,0.99,1238
0.01,0.48,-0.92,0.97,1239
0.02,0.5,-0.98,1.01,1240
0.03,0.47,-0.9,0.92,1241
0.03,0.47,-0.87,0.95,1242
0.01,0.48,-0.92,0.95,1243
0.03,0.48,-0.92,0.99,1244
-0.14,0.46,-1.07,0.77,1245
-0.09,0.44,-0.96,0.76,1246
-0.32,0.46,-1.2,0.59,1247
-0.13,0.45,-1.01,0.77,1248
-0.1,0.44,-0.98,0.78,1249
0.12,0.47,-0.8,1.04,1250
-0.03,0.46,-0.91,0.89,1251
-0.07,0.46,-1,0.87,1252
0.04,0.44,-0.82,0.91,1253
0.05,0.48,-0.88,1.01,1254
0.03,0.46,-0.87,0.92,1255
0.02,0.46,-0.89,0.91,1256
0.02,0.46,-0.9,0.93,1257
0.12,0.48,-0.82,1.09,1258
0.09,0.48,-0.86,1.08,1259
0.05,0.46,-0.84,0.94,1260
-0.05,0.46,-0.97,0.83,1261
0.02,0.45,-0.89,0.88,1262
-0.08,0.45,-0.96,0.79,1263
0.01,0.46,-0.92,0.89,1264
-0.01,0.46,-0.9,0.91,1265
-0.04,0.46,-0.93,0.87,1266
-0.04,0.46,-0.94,0.86,1267
-0.12,0.45,-1.03,0.77,1268
0.01,0.45,-0.89,0.9,1269
-0.03,0.45,-0.92,0.87,1270
-0.01,0.46,-0.91,0.89,1271
0.03,0.48,-0.9,0.96,1272
0.04,0.47,-0.86,0.97,1273
-0.01,0.46,-0.9,0.87,1274
0.02,0.48,-0.94,0.97,1275
-0.07,0.44,-0.97,0.8,1276
0.21,0.47,-0.69,1.12,1277
-0.05,0.46,-0.96,0.84,1278
0.01,0.47,-0.92,0.91,1279
-0.07,0.45,-0.96,0.82,1280
0.01,0.46,-0.89,0.91,1281
-0.06,0.46,-0.97,0.83,1282
0.08,0.45,-0.8,0.98,1283
0.02,0.47,-0.91,0.94,1284
-0.04,0.46,-0.94,0.82,1285
0.05,0.46,-0.85,0.94,1286
-0.04,0.44,-0.9,0.81,1287
-0.01,0.47,-0.94,0.94,1288
-0.16,0.45,-1.07,0.73,1289
0,0.47,-0.92,0.91,1290
-0.07,0.44,-0.93,0.79,1291
0.02,0.46,-0.9,0.94,1292
-0.05,0.47,-0.97,0.86,1293
-0.09,0.47,-1,0.85,1294
-0.24,0.46,-1.14,0.65,1295
-0.01,0.46,-0.94,0.9,1296
0.02,0.46,-0.88,0.93,1297
-0.02,0.46,-0.92,0.88,1298
0.01,0.48,-0.95,0.96,1299
-0.03,0.47,-0.96,0.9,1300
-0.07,0.46,-0.97,0.82,1301
-0.08,0.46,-0.99,0.83,1302
-0.07,0.46,-0.96,0.83,1303
-0.02,0.47,-0.97,0.93,1304
-0.02,0.49,-0.97,0.93,1305
-0.02,0.48,-0.95,0.94,1306
-0.09,0.46,-0.99,0.82,1307
-0.07,0.45,-0.97,0.82,1308
-0.2,0.45,-1.12,0.68,1309
-0.08,0.46,-0.99,0.83,1310
-0.15,0.46,-1.06,0.71,1311
0.01,0.46,-0.89,0.93,1312
0.03,0.47,-0.9,0.96,1313
-0.04,0.46,-0.93,0.85,1314
0.04,0.46,-0.86,0.92,1315
-0.01,0.46,-0.92,0.94,1316
-0.01,0.46,-0.93,0.9,1317
-0.12,0.45,-1.01,0.78,1318
0.01,0.47,-0.89,0.96,1319
-0.05,0.47,-0.98,0.87,1320
-0.11,0.45,-1,0.75,1321
-0.07,0.45,-0.94,0.8,1322
-0.13,0.47,-1.06,0.79,1323
0.04,0.47,-0.89,0.94,1324
0.09,0.49,-0.9,1.03,1325
0.1,0.47,-0.86,1.03,1326
0.07,0.47,-0.83,0.99,1327
-0.05,0.48,-0.96,0.9,1328
0.09,0.47,-0.82,1.02,1329
0.06,0.48,-0.87,1,1330
0.13,0.47,-0.78,1.09,1331
0.07,0.47,-0.85,1.01,1332
0.06,0.47,-0.87,0.97,1333
-0.13,0.46,-1.02,0.8,1334
-0.11,0.47,-1.02,0.81,1335
-0.15,0.48,-1.12,0.79,1336
-0.1,0.48,-1.06,0.87,1337
0.05,0.48,-0.9,1.02,1338
0.09,0.48,-0.83,1.03,1339
0.06,0.48,-0.85,0.99,1340
-0.13,0.47,-1.07,0.77,1341
0.18,0.48,-0.75,1.11,1342
-0.09,0.46,-0.99,0.81,1343
-0.08,0.48,-1.03,0.83,1344
-0.11,0.48,-1.09,0.83,1345
-0.11,0.46,-1.01,0.8,1346
-0.06,0.47,-0.99,0.84,1347
-0.09,0.46,-1.01,0.82,1348
-0.12,0.47,-1.05,0.79,1349
-0.06,0.48,-1,0.87,1350
-0.03,0.47,-0.92,0.9,1351
-0.02,0.45,-0.9,0.86,1352
-0.09,0.48,-1.03,0.84,1353
-0.08,0.47,-1.02,0.86,1354
-0.08,0.47,-0.98,0.84,1355
0.11,0.48,-0.82,1.06,1356
-0.12,0.47,-1.04,0.82,1357
-0.1,0.48,-1.02,0.86,1358
-0.09,0.46,-1,0.81,1359
-0.25,0.46,-1.16,0.68,1360
0.21,0.47,-0.69,1.15,1361
0.15,0.47,-0.8,1.05,1362
-0.3,0.47,-1.22,0.63,1363
-0.16,0.47,-1.08,0.76,1364
-0.12,0.47,-1.04,0.78,1365
0.04,0.48,-0.89,0.99,1366
0.13,0.47,-0.79,1.1,1367
0.14,0.47,-0.77,1.07,1368
-0.05,0.47,-0.98,0.87,1369
0.11,0.45,-0.76,0.99,1370
0.05,0.48,-0.9,1.03,1371
-0.06,0.47,-1,0.86,1372
0.09,0.46,-0.83,0.98,1373
-0.12,0.47,-1.03,0.78,1374
0.1,0.47,-0.83,1.01,1375
0,0.45,-0.89,0.9,1376
0.17,0.46,-0.73,1.09,1377
-0.15,0.46,-1.05,0.72,1378
0.06,0.48,-0.88,1.01,1379
-0.05,0.46,-0.95,0.87,1380
0.09,0.48,-0.85,1.06,1381
-0.09,0.47,-1.05,0.82,1382
0.13,0.47,-0.79,1.06,1383
0.08,0.46,-0.83,0.98,1384
0.04,0.48,-0.91,0.96,1385
-0.07,0.47,-0.97,0.83,1386
0.14,0.47,-0.76,1.08,1387
0.15,0.47,-0.76,1.06,1388
0.15,0.45,-0.72,1.04,1389
0.01,0.46,-0.88,0.91,1390
0.05,0.48,-0.88,1.02,1391
0.05,0.48,-0.91,0.98,1392
0.09,0.47,-0.82,1.02,1393
0.07,0.46,-0.85,0.97,1394
0.01,0.46,-0.89,0.94,1395
-0.06,0.47,-0.99,0.87,1396
0.1,0.46,-0.83,0.99,1397
-0.08,0.47,-1.01,0.84,1398
-0.04,0.46,-0.94,0.88,1399
-0.14,0.47,-1.07,0.79,1400
-0.14,0.46,-1.07,0.77,1401
-0.32,0.47,-1.26,0.57,1402
-0.07,0.47,-1,0.86,1403
0.11,0.47,-0.81,1.05,1404
-0.14,0.48,-1.09,0.79,1405
-0.09,0.47,-1,0.8,1406
-0.1,0.48,-1.08,0.83,1407
0.03,0.45,-0.84,0.93,1408
-0.1,0.46,-1,0.78,1409
-0.09,0.46,-0.98,0.84,1410
-0.14,0.44,-1.03,0.71,1411
-0.17,0.49,-1.16,0.76,1412
-0.04,0.45,-0.9,0.82,1413
-0.15,0.48,-1.08,0.81,1414
-0.08,0.46,-0.99,0.8,1415
0,0.47,-0.94,0.94,1416
0.22,0.47,-0.69,1.15,1417
0.16,0.48,-0.74,1.13,1418
0.04,0.5,-0.94,1.03,1419
-0.04,0.47,-0.94,0.86,1420
-0.01,0.47,-0.93,0.9,1421
0.09,0.47,-0.85,1.03,1422
