Estimate.Intercept,Est.Error.Intercept,2.5%ile.Intercept,97.5%ile.Intercept,id_pair
-0,0.48,-0.92,0.98,721
0.05,0.47,-0.86,0.93,722
0.04,0.48,-0.9,0.99,723
0.05,0.47,-0.86,0.98,724
0.07,0.47,-0.85,1.02,725
-0.14,0.49,-1.1,0.78,726
-0.15,0.47,-1.07,0.73,727
-0.23,0.49,-1.21,0.71,728
-0.07,0.48,-1,0.84,729
0.02,0.47,-0.91,0.96,730
-0.01,0.46,-0.92,0.86,731
0.19,0.47,-0.69,1.13,732
0.17,0.46,-0.75,1.11,733
0.1,0.48,-0.84,1.04,734
0,0.46,-0.91,0.94,735
-0.01,0.45,-0.91,0.88,736
0.01,0.47,-0.92,0.93,737
-0.01,0.48,-0.98,0.98,738
0.04,0.46,-0.89,0.94,739
0.17,0.47,-0.76,1.12,740
-0.2,0.46,-1.09,0.68,741
0.06,0.48,-0.9,1.05,742
0.16,0.47,-0.77,1.09,743
-0.1,0.47,-1,0.77,744
-0.04,0.47,-0.94,0.88,745
0.25,0.47,-0.65,1.19,746
0.11,0.49,-0.85,1.08,747
-0.05,0.47,-0.97,0.87,748
-0.05,0.45,-0.93,0.84,749
-0.05,0.46,-0.98,0.89,750
0.03,0.45,-0.85,0.91,751
-0.01,0.47,-0.94,0.9,752
-0.05,0.46,-0.96,0.85,753
-0.13,0.47,-1.1,0.78,754
-0.09,0.48,-1.03,0.83,755
-0.05,0.44,-0.93,0.83,756
-0.06,0.48,-0.98,0.9,757
-0.03,0.47,-0.94,0.9,758
0.17,0.47,-0.72,1.13,759
-0.07,0.48,-0.99,0.87,760
0.11,0.44,-0.76,1,761
-0.01,0.48,-0.93,0.95,762
-0.02,0.45,-0.86,0.86,763
-0.04,0.45,-0.95,0.85,764
-0.05,0.47,-0.98,0.9,765
0.2,0.47,-0.73,1.12,766
0.12,0.48,-0.83,1.08,767
0.1,0.49,-0.83,1.07,768
0.07,0.48,-0.89,1.02,769
0.3,0.46,-0.56,1.22,770
0.13,0.46,-0.77,1.06,771
0.07,0.45,-0.8,0.97,772
0.16,0.46,-0.72,1.07,773
0.13,0.48,-0.84,1.08,774
-0.04,0.45,-0.94,0.84,775
-0.01,0.46,-0.92,0.91,776
-0.06,0.47,-0.97,0.87,777
-0,0.46,-0.91,0.9,778
-0.02,0.47,-0.9,0.9,779
-0.03,0.46,-0.93,0.86,780
-0.19,0.45,-1.06,0.67,781
-0.01,0.46,-0.92,0.9,782
0.04,0.46,-0.86,0.93,783
-0.09,0.48,-1.06,0.84,784
-0.08,0.46,-0.99,0.85,785
-0.03,0.46,-0.94,0.88,786
-0.03,0.47,-0.98,0.91,787
0.19,0.47,-0.73,1.14,788
0.03,0.47,-0.86,0.98,789
0.04,0.49,-0.89,0.99,790
0.03,0.5,-0.97,1.02,791
0.04,0.48,-0.89,0.97,792
0.03,0.48,-0.92,0.99,793
0.04,0.48,-0.87,1.01,794
0,0.48,-0.98,0.97,795
0.02,0.48,-0.92,0.99,796
0.01,0.49,-0.94,0.97,797
0.04,0.49,-0.92,1.04,798
0.03,0.49,-0.92,1,799
-0,0.5,-0.98,0.98,800
0.03,0.48,-0.9,1,801
0.02,0.48,-0.9,0.98,802
0.02,0.47,-0.89,0.97,803
0.03,0.5,-0.92,1.05,804
-0.05,0.48,-0.96,0.88,805
0.06,0.47,-0.85,0.98,806
-0.13,0.42,-0.96,0.68,807
-0.07,0.48,-1,0.86,808
0.26,0.45,-0.59,1.16,809
0.28,0.47,-0.63,1.21,810
0.09,0.48,-0.88,1.03,811
-0.04,0.47,-0.93,0.86,812
-0.1,0.47,-1.02,0.83,813
0.09,0.47,-0.83,0.99,814
0.09,0.48,-0.83,1.05,815
0.12,0.46,-0.79,1.05,816
0.11,0.46,-0.75,1.02,817
-0.19,0.48,-1.16,0.78,818
-0.2,0.49,-1.19,0.77,819
-0.29,0.47,-1.24,0.62,820
-0.04,0.47,-0.98,0.88,821
-0.07,0.48,-1,0.86,822
-0.07,0.46,-0.95,0.83,823
0.09,0.47,-0.85,1.03,824
-0.06,0.45,-0.96,0.83,825
-0.03,0.46,-0.93,0.87,826
-0.15,0.47,-1.07,0.76,827
-0.11,0.5,-1.1,0.85,828
-0.16,0.48,-1.09,0.77,829
-0,0.47,-0.91,0.92,830
0.07,0.47,-0.83,0.99,831
0.02,0.47,-0.9,0.96,832
0.03,0.48,-0.9,0.96,833
0.04,0.48,-0.94,0.94,834
0.09,0.46,-0.81,0.95,835
-0.02,0.47,-0.93,0.94,836
0.02,0.47,-0.93,0.95,837
-0.05,0.47,-0.98,0.9,838
-0.01,0.47,-0.93,0.92,839
-0.01,0.48,-0.95,0.94,840
0.1,0.47,-0.8,1.02,841
0.05,0.45,-0.83,0.91,842
-0.02,0.47,-0.93,0.88,843
0.01,0.47,-0.92,0.93,844
-0.02,0.47,-0.95,0.92,845
-0.07,0.45,-0.98,0.82,846
0.05,0.47,-0.89,1,847
-0.02,0.48,-0.96,0.9,848
0.02,0.47,-0.88,0.93,849
0.02,0.48,-0.91,0.98,850
0.04,0.45,-0.87,0.95,851
-0.06,0.47,-0.98,0.86,852
0.02,0.48,-0.92,0.95,853
-0.33,0.47,-1.27,0.58,854
-0.1,0.47,-1.04,0.81,855
-0.05,0.47,-0.96,0.85,856
0.05,0.48,-0.87,1.01,857
-0.1,0.46,-1.03,0.8,858
-0.07,0.48,-1.04,0.88,859
0.18,0.47,-0.74,1.12,860
0.09,0.46,-0.8,0.99,861
0.21,0.48,-0.74,1.15,862
0.05,0.47,-0.86,0.95,863
-0,0.47,-0.93,0.96,864
-0.01,0.46,-0.94,0.91,865
-0.06,0.46,-0.98,0.86,866
-0.12,0.48,-1.08,0.81,867
-0.05,0.47,-0.99,0.89,868
-0.01,0.46,-0.89,0.89,869
-0.05,0.46,-0.95,0.82,870
-0.07,0.48,-1.04,0.88,871
-0.14,0.46,-1.04,0.76,872
-0.03,0.47,-0.94,0.88,873
-0.03,0.48,-0.95,0.93,874
-0.1,0.45,-1.02,0.79,875
-0.04,0.47,-0.96,0.87,876
-0.17,0.46,-1.06,0.71,877
0.02,0.46,-0.93,0.94,878
-0.01,0.46,-0.93,0.89,879
0.02,0.46,-0.91,0.9,880
-0.04,0.46,-0.97,0.86,881
-0.03,0.48,-0.97,0.92,882
-0,0.46,-0.93,0.91,883
-0.07,0.47,-1,0.86,884
-0.01,0.45,-0.86,0.86,885
0,0.45,-0.88,0.86,886
0.18,0.48,-0.74,1.14,887
-0.19,0.47,-1.1,0.72,888
0,0.45,-0.9,0.9,889
-0.18,0.48,-1.13,0.78,890
0.32,0.46,-0.56,1.21,891
-0.22,0.49,-1.21,0.74,892
0.02,0.49,-0.91,1,893
0.01,0.48,-0.9,0.95,894
0.03,0.47,-0.86,0.96,895
0.03,0.49,-0.93,0.98,896
-0.18,0.49,-1.14,0.75,897
-0.19,0.48,-1.15,0.71,898
0.04,0.49,-0.9,0.98,899
0.03,0.49,-0.94,1,900
0.32,0.47,-0.6,1.23,901
-0.19,0.47,-1.11,0.77,902
0.03,0.48,-0.91,0.95,903
0.03,0.47,-0.91,0.95,904
0.03,0.48,-0.91,0.95,905
-0.1,0.44,-0.97,0.76,906
0.06,0.48,-0.9,1.01,907
-0.22,0.48,-1.18,0.7,908
0.1,0.45,-0.79,0.97,909
0.11,0.48,-0.82,1.06,910
0.05,0.49,-0.88,1,911
-0.06,0.47,-0.99,0.84,912
-0.13,0.47,-1.06,0.79,913
0.06,0.46,-0.86,0.97,914
0.01,0.48,-0.91,0.96,915
-0.03,0.48,-0.99,0.91,916
0.02,0.47,-0.9,0.92,917
0.09,0.47,-0.82,1.01,918
0.02,0.47,-0.91,0.94,919
-0,0.46,-0.9,0.89,920
0.08,0.46,-0.81,0.98,921
-0.03,0.49,-0.97,0.92,922
-0.09,0.47,-1.03,0.8,923
0.04,0.49,-0.93,1,924
0,0.45,-0.89,0.91,925
0.09,0.46,-0.81,0.99,926
0.09,0.49,-0.86,1.06,927
0.11,0.47,-0.81,1.01,928
0.02,0.46,-0.89,0.97,929
0,0.47,-0.92,0.95,930
-0.05,0.47,-0.95,0.89,931
0.37,0.45,-0.51,1.28,932
-0.2,0.45,-1.1,0.67,933
0.11,0.48,-0.82,1.08,934
0.1,0.46,-0.79,1.02,935
-0.06,0.47,-0.97,0.87,936
0.13,0.45,-0.75,1.04,937
-0.13,0.46,-1.06,0.79,938
-0,0.45,-0.93,0.88,939
0.1,0.47,-0.82,1.02,940
-0.11,0.46,-1.03,0.78,941
-0,0.43,-0.86,0.84,942
0.07,0.45,-0.81,0.97,943
-0.01,0.47,-0.91,0.89,944
0.01,0.47,-0.94,0.93,945
0.04,0.46,-0.87,0.95,946
-0.04,0.45,-0.94,0.82,947
0,0.5,-0.99,0.99,948
0,0.49,-0.96,0.98,949
-0,0.48,-0.93,0.95,950
0.01,0.47,-0.91,0.94,951
0.01,0.5,-0.95,1.02,952
0.01,0.48,-0.95,0.95,953
0,0.48,-0.93,0.96,954
0.02,0.47,-0.92,0.91,955
0.01,0.48,-0.92,0.95,956
-0.01,0.48,-0.98,0.93,957
-0,0.49,-0.96,0.99,958
0,0.49,-0.94,0.96,959
0,0.49,-0.99,0.98,960
-0,0.49,-0.96,0.98,961
0,0.49,-0.94,0.96,962
0,0.47,-0.91,0.91,963
-0.01,0.5,-0.97,0.98,964
0,0.48,-0.93,0.95,965
-0.01,0.49,-0.99,0.97,966
-0.01,0.5,-1,0.95,967
0.01,0.5,-0.99,0.99,968
0,0.49,-0.95,0.96,969
0.01,0.49,-0.97,0.98,970
-0,0.48,-0.95,0.97,971
-0,0.49,-0.97,0.96,972
0,0.48,-0.93,0.94,973
-0,0.49,-0.99,0.97,974
0.01,0.49,-0.93,0.97,975
-0,0.5,-0.93,0.97,976
0.01,0.49,-0.94,0.95,977
0,0.48,-0.93,0.97,978
0,0.48,-0.95,0.93,979
-0,0.5,-0.97,0.95,980
-0,0.48,-0.93,0.9,981
0,0.49,-0.99,0.95,982
-0.09,0.48,-1.05,0.84,983
-0.06,0.47,-0.99,0.86,984
-0.06,0.49,-1.03,0.9,985
-0.1,0.47,-1.04,0.8,986
0.02,0.47,-0.88,0.94,987
-0.07,0.49,-1.08,0.93,988
0.03,0.48,-0.89,0.96,989
-0.22,0.48,-1.15,0.72,990
-0.03,0.49,-1.01,0.92,991
-0.03,0.47,-0.96,0.88,992
0.14,0.48,-0.79,1.09,993
-0.04,0.46,-0.97,0.83,994
0.1,0.48,-0.83,1.05,995
-0.06,0.46,-0.95,0.85,996
0.25,0.46,-0.65,1.16,997
0.13,0.46,-0.77,1.05,998
-0.07,0.47,-1.01,0.87,999
0.03,0.45,-0.84,0.92,1000
0.14,0.47,-0.77,1.09,1001
-0.09,0.47,-1.01,0.83,1002
-0.01,0.46,-0.9,0.89,1003
-0.12,0.48,-1.03,0.81,1004
0.11,0.46,-0.78,1.03,1005
0.12,0.46,-0.78,1.06,1006
0.13,0.48,-0.79,1.07,1007
0.09,0.48,-0.81,1.03,1008
-0.21,0.47,-1.14,0.7,1009
-0.2,0.46,-1.12,0.72,1010
0,0.48,-0.98,0.97,1011
-0.1,0.46,-0.97,0.83,1012
-0.08,0.46,-1.01,0.83,1013
-0.05,0.47,-0.97,0.9,1014
0.09,0.47,-0.88,1.04,1015
0.09,0.48,-0.82,1.04,1016
0.04,0.47,-0.89,0.97,1017
0.16,0.47,-0.76,1.11,1018
0.12,0.48,-0.83,1.09,1019
-0.02,0.48,-0.98,0.91,1020
-0.15,0.47,-1.1,0.79,1021
-0.1,0.46,-1.01,0.81,1022
-0.12,0.47,-1.05,0.83,1023
0.09,0.48,-0.85,1.03,1024
0.12,0.47,-0.8,1.04,1025
-0.03,0.48,-0.97,0.91,1026
0.06,0.47,-0.87,0.99,1027
0.02,0.46,-0.9,0.93,1028
0.03,0.48,-0.91,0.98,1029
-0.03,0.46,-0.93,0.92,1030
0.02,0.47,-0.94,0.96,1031
0.01,0.47,-0.94,0.94,1032
0,0.48,-0.93,0.93,1033
0.04,0.45,-0.86,0.93,1034
0.27,0.48,-0.67,1.25,1035
-0.3,0.46,-1.21,0.6,1036
-0.02,0.47,-0.94,0.89,1037
-0.04,0.47,-0.98,0.86,1038
-0.11,0.46,-1.01,0.8,1039
-0.08,0.47,-1.01,0.81,1040
0.19,0.47,-0.73,1.09,1041
-0.01,0.49,-0.99,0.95,1042
-0,0.47,-0.91,0.9,1043
0.04,0.48,-0.89,1.01,1044
-0.06,0.45,-0.98,0.86,1045
-0.01,0.48,-1,0.92,1046
0.05,0.49,-0.95,1.01,1047
-0.03,0.45,-0.93,0.86,1048
0.07,0.49,-0.9,1.05,1049
-0.02,0.5,-0.98,0.96,1050
0.12,0.49,-0.81,1.09,1051
-0.15,0.46,-1.06,0.76,1052
-0.03,0.48,-0.98,0.9,1053
-0.12,0.49,-1.1,0.82,1054
-0.01,0.47,-0.9,0.9,1055
0.05,0.47,-0.88,0.96,1056
0.01,0.47,-0.91,0.94,1057
-0.08,0.48,-1.03,0.85,1058
0.02,0.48,-0.92,0.98,1059
0.19,0.48,-0.72,1.14,1060
0.06,0.48,-0.87,1.01,1061
0.08,0.48,-0.84,1,1062
0.17,0.46,-0.73,1.1,1063
0.02,0.48,-0.92,0.97,1064
0.03,0.49,-0.94,1.01,1065
0.06,0.48,-0.87,1.01,1066
0.12,0.48,-0.78,1.08,1067
0.1,0.48,-0.86,1.07,1068
0.03,0.47,-0.91,0.97,1069
0.04,0.48,-0.9,0.99,1070
0.03,0.47,-0.87,0.97,1071
0.13,0.48,-0.82,1.07,1072
0.17,0.47,-0.76,1.1,1073
0.1,0.5,-0.9,1.09,1074
0.05,0.5,-0.95,1.04,1075
0.03,0.47,-0.91,0.95,1076
0.07,0.48,-0.85,1.04,1077
0.13,0.47,-0.82,1.08,1078
0.15,0.46,-0.76,1.03,1079
-0.06,0.46,-0.99,0.83,1080
0.24,0.45,-0.62,1.12,1081
-0.14,0.46,-1.04,0.77,1082
0.02,0.46,-0.88,0.92,1083
-0.02,0.47,-0.94,0.87,1084
-0.03,0.47,-0.98,0.89,1085
0.12,0.48,-0.81,1.05,1086
0.02,0.46,-0.9,0.91,1087
0.02,0.46,-0.89,0.95,1088
0.21,0.48,-0.74,1.15,1089
0.16,0.44,-0.7,1.02,1090
0.3,0.45,-0.6,1.22,1091
-0.04,0.46,-0.94,0.86,1092
0.16,0.46,-0.74,1.08,1093
-0.07,0.48,-1,0.89,1094
0.02,0.47,-0.91,0.94,1095
-0,0.47,-0.9,0.91,1096
0.11,0.46,-0.8,0.98,1097
-0.02,0.46,-0.91,0.89,1098
-0,0.47,-0.91,0.94,1099
0.07,0.45,-0.79,0.96,1100
0.03,0.48,-0.91,1,1101
0.23,0.47,-0.68,1.16,1102
0,0.5,-0.96,0.98,1103
0.02,0.49,-0.95,0.99,1104
-0.17,0.48,-1.14,0.77,1105
0.04,0.48,-0.91,0.99,1106
0.03,0.48,-0.9,1.01,1107
0.03,0.48,-0.91,0.97,1108
0.03,0.46,-0.86,0.93,1109
0.01,0.49,-0.96,0.98,1110
0.02,0.47,-0.89,0.94,1111
0.01,0.48,-0.91,0.94,1112
0.03,0.48,-0.89,0.96,1113
0.05,0.49,-0.89,1,1114
0.02,0.48,-0.93,0.98,1115
-0.02,0.48,-0.98,0.95,1116
-0.05,0.48,-1,0.88,1117
0.02,0.48,-0.93,0.95,1118
0.02,0.51,-1,1.03,1119
-0.11,0.49,-1.07,0.86,1120
-0.13,0.48,-1.09,0.79,1121
-0.04,0.45,-0.9,0.83,1122
0.02,0.47,-0.91,0.96,1123
0.03,0.47,-0.89,0.96,1124
0.03,0.47,-0.89,0.96,1125
-0.01,0.46,-0.92,0.92,1126
-0.03,0.44,-0.93,0.82,1127
-0.02,0.47,-0.96,0.92,1128
0,0.46,-0.91,0.92,1129
-0.18,0.43,-1.04,0.65,1130
0.01,0.45,-0.88,0.92,1131
-0.02,0.48,-0.95,0.91,1132
0.07,0.47,-0.9,1,1133
0.04,0.48,-0.91,0.99,1134
0.02,0.48,-0.94,0.93,1135
0.05,0.47,-0.84,0.98,1136
0.06,0.47,-0.87,1,1137
-0.11,0.43,-0.97,0.72,1138
0.07,0.47,-0.85,0.97,1139
0.14,0.48,-0.79,1.08,1140
0.01,0.47,-0.89,0.99,1141
0.02,0.47,-0.91,0.93,1142
-0,0.46,-0.92,0.91,1143
-0,0.46,-0.9,0.91,1144
0.03,0.47,-0.89,0.96,1145
-0.06,0.48,-0.99,0.87,1146
0.02,0.47,-0.92,0.93,1147
0.03,0.45,-0.87,0.92,1148
-0.04,0.46,-0.95,0.85,1149
-0.05,0.45,-0.93,0.82,1150
-0.1,0.45,-1.03,0.78,1151
-0.02,0.48,-0.99,0.88,1152
0.01,0.47,-0.89,0.93,1153
0.01,0.47,-0.93,0.92,1154
-0.02,0.47,-0.94,0.9,1155
-0.09,0.46,-0.98,0.84,1156
-0.08,0.46,-0.97,0.82,1157
-0.21,0.45,-1.11,0.63,1158
-0.1,0.47,-1.03,0.83,1159
-0.05,0.45,-0.94,0.83,1160
0.06,0.47,-0.85,0.98,1161
-0.01,0.46,-0.88,0.88,1162
-0.01,0.48,-0.93,0.9,1163
0,0.46,-0.92,0.9,1164
0,0.47,-0.92,0.94,1165
-0.01,0.49,-0.97,0.94,1166
0.01,0.46,-0.89,0.92,1167
0.05,0.46,-0.86,0.96,1168
-0.1,0.46,-1.02,0.82,1169
-0.01,0.47,-0.9,0.92,1170
0.03,0.47,-0.9,0.94,1171
-0.08,0.47,-0.98,0.84,1172
0.09,0.48,-0.85,1.07,1173
-0.1,0.47,-1.03,0.83,1174
-0.01,0.47,-0.94,0.89,1175
0.26,0.47,-0.64,1.22,1176
0.03,0.45,-0.87,0.95,1177
-0.2,0.44,-1.07,0.67,1178
0.02,0.46,-0.88,0.93,1179
0.01,0.47,-0.92,0.98,1180
-0.08,0.46,-0.99,0.84,1181
0.03,0.46,-0.86,0.94,1182
-0.06,0.47,-0.99,0.87,1183
-0.16,0.48,-1.1,0.74,1184
-0.01,0.46,-0.91,0.88,1185
-0.01,0.47,-0.91,0.89,1186
-0.11,0.48,-1.04,0.83,1187
-0.11,0.46,-1.05,0.82,1188
-0.04,0.48,-0.97,0.92,1189
-0.11,0.47,-1.07,0.78,1190
0.15,0.46,-0.76,1.06,1191
0.14,0.48,-0.79,1.11,1192
-0.03,0.5,-1.03,0.96,1193
0.11,0.48,-0.81,1.06,1194
-0.09,0.47,-1.01,0.83,1195
-0.05,0.49,-1.02,0.93,1196
0.12,0.45,-0.75,1.03,1197
-0.01,0.47,-0.95,0.92,1198
-0.03,0.48,-0.97,0.93,1199
0.13,0.49,-0.81,1.1,1200
0.01,0.47,-0.92,0.93,1201
0,0.47,-0.9,0.92,1202
0.05,0.47,-0.89,0.98,1203
0.15,0.46,-0.76,1.07,1204
0.08,0.46,-0.81,0.99,1205
0.15,0.46,-0.77,1.1,1206
0.12,0.46,-0.8,1,1207
0.12,0.47,-0.8,1.05,1208
0.12,0.47,-0.83,1.07,1209
0.15,0.47,-0.77,1.08,1210
0.07,0.46,-0.85,0.97,1211
-0,0.46,-0.9,0.91,1212
0.1,0.48,-0.86,1.03,1213
-0.05,0.45,-0.96,0.84,1214
-0.08,0.48,-1.02,0.86,1215
-0.01,0.46,-0.95,0.89,1216
0,0.49,-0.96,0.96,1217
0.14,0.47,-0.76,1.06,1218
-0.13,0.48,-1.07,0.81,1219
-0.02,0.46,-0.93,0.89,1220
0.2,0.47,-0.71,1.14,1221
-0.06,0.46,-0.93,0.86,1222
0.02,0.48,-0.93,0.95,1223
-0,0.46,-0.91,0.89,1224
0.02,0.48,-0.94,0.95,1225
0.02,0.45,-0.84,0.9,1226
0.18,0.48,-0.76,1.12,1227
-0.05,0.47,-0.99,0.87,1228
0.24,0.49,-0.67,1.2,1229
-0.22,0.49,-1.19,0.72,1230
0.03,0.49,-0.93,1.01,1231
0.03,0.49,-0.92,0.99,1232
0.03,0.47,-0.89,0.98,1233
0,0.49,-0.98,0.98,1234
0.02,0.48,-0.91,0.98,1235
0.03,0.48,-0.9,0.99,1236
0.02,0.48,-0.94,0.99,1237
0.03,0.49,-0.94,0.99,1238
-0,0.49,-0.97,0.96,1239
0.01,0.48,-0.91,0.96,1240
0.04,0.45,-0.83,0.94,1241
0.03,0.48,-0.91,0.95,1242
0.02,0.48,-0.92,1.01,1243
0.03,0.48,-0.92,1.02,1244
-0.15,0.47,-1.09,0.77,1245
-0.07,0.45,-0.97,0.84,1246
-0.32,0.48,-1.24,0.6,1247
-0.14,0.46,-1.05,0.77,1248
-0.12,0.47,-1.04,0.79,1249
0.13,0.46,-0.8,1.04,1250
-0.02,0.47,-0.96,0.91,1251
-0.07,0.47,-1.02,0.86,1252
0.05,0.48,-0.87,1.01,1253
0.05,0.46,-0.85,0.95,1254
0.03,0.47,-0.9,0.94,1255
0.02,0.47,-0.9,0.94,1256
0.02,0.45,-0.87,0.89,1257
0.11,0.47,-0.77,1.01,1258
0.09,0.46,-0.8,0.99,1259
0.05,0.46,-0.85,0.95,1260
-0.06,0.45,-0.96,0.84,1261
0.03,0.46,-0.87,0.96,1262
-0.09,0.44,-0.97,0.79,1263
0,0.45,-0.9,0.88,1264
0.01,0.46,-0.89,0.92,1265
-0.04,0.46,-0.96,0.87,1266
-0.06,0.46,-0.98,0.84,1267
-0.12,0.45,-1.03,0.76,1268
0.02,0.46,-0.88,0.91,1269
-0.02,0.46,-0.91,0.87,1270
-0.01,0.46,-0.91,0.91,1271
0.04,0.46,-0.84,0.92,1272
0.05,0.46,-0.82,0.94,1273
-0.02,0.44,-0.91,0.85,1274
0.02,0.47,-0.88,0.93,1275
-0.06,0.46,-0.95,0.85,1276
0.22,0.47,-0.7,1.19,1277
-0.06,0.45,-0.95,0.84,1278
0.01,0.46,-0.89,0.92,1279
-0.07,0.44,-0.95,0.79,1280
-0,0.45,-0.89,0.9,1281
-0.05,0.44,-0.91,0.81,1282
0.09,0.48,-0.87,1.02,1283
0.02,0.47,-0.91,0.95,1284
-0.04,0.46,-0.92,0.89,1285
0.05,0.46,-0.87,0.97,1286
-0.06,0.46,-0.96,0.83,1287
0,0.48,-0.97,0.96,1288
-0.16,0.46,-1.02,0.73,1289
-0.01,0.46,-0.9,0.89,1290
-0.08,0.46,-0.97,0.84,1291
0.02,0.48,-0.96,0.98,1292
-0.06,0.48,-1,0.91,1293
-0.08,0.46,-0.98,0.81,1294
-0.24,0.46,-1.13,0.64,1295
-0.01,0.47,-0.92,0.89,1296
0.01,0.46,-0.91,0.93,1297
-0.01,0.48,-0.93,0.92,1298
-0.01,0.46,-0.94,0.88,1299
-0.02,0.47,-0.93,0.93,1300
-0.06,0.48,-0.98,0.91,1301
-0.08,0.47,-1,0.83,1302
-0.06,0.45,-0.95,0.85,1303
-0.03,0.46,-0.94,0.88,1304
-0.02,0.47,-0.92,0.9,1305
-0.02,0.46,-0.93,0.9,1306
-0.11,0.46,-1.03,0.84,1307
-0.07,0.46,-0.99,0.82,1308
-0.21,0.44,-1.09,0.64,1309
-0.08,0.44,-0.96,0.78,1310
-0.15,0.45,-1.04,0.73,1311
0.01,0.47,-0.92,0.92,1312
0.04,0.47,-0.88,0.96,1313
-0.06,0.48,-1.03,0.89,1314
0.04,0.47,-0.86,0.99,1315
0,0.47,-0.95,0.89,1316
-0.01,0.45,-0.87,0.85,1317
-0.12,0.45,-1.03,0.76,1318
0.02,0.47,-0.9,0.94,1319
-0.05,0.46,-0.97,0.84,1320
-0.11,0.46,-1.04,0.8,1321
-0.07,0.46,-0.98,0.84,1322
-0.14,0.46,-1.06,0.77,1323
0.05,0.47,-0.87,0.99,1324
0.09,0.48,-0.85,1.06,1325
0.11,0.47,-0.81,1.06,1326
0.07,0.47,-0.85,1.03,1327
-0.05,0.48,-1.01,0.85,1328
0.08,0.48,-0.86,1.04,1329
0.06,0.47,-0.87,1.01,1330
0.14,0.47,-0.79,1.06,1331
0.07,0.47,-0.82,1.03,1332
0.06,0.48,-0.84,1.02,1333
-0.13,0.48,-1.06,0.8,1334
-0.11,0.47,-1.07,0.8,1335
-0.15,0.46,-1.04,0.74,1336
-0.1,0.47,-1.02,0.81,1337
0.06,0.46,-0.84,0.96,1338
0.09,0.48,-0.85,1.02,1339
0.06,0.47,-0.88,1.01,1340
-0.12,0.47,-1.06,0.81,1341
0.17,0.48,-0.75,1.14,1342
-0.09,0.47,-1.03,0.86,1343
-0.09,0.46,-0.99,0.78,1344
-0.12,0.48,-1.05,0.82,1345
-0.1,0.47,-1.02,0.8,1346
-0.05,0.47,-0.96,0.9,1347
-0.1,0.48,-1.06,0.83,1348
-0.13,0.48,-1.08,0.81,1349
-0.06,0.47,-0.98,0.84,1350
-0.03,0.48,-0.99,0.91,1351
-0.03,0.44,-0.88,0.84,1352
-0.07,0.48,-1.02,0.86,1353
-0.08,0.47,-1,0.85,1354
-0.1,0.48,-1.03,0.84,1355
0.11,0.49,-0.84,1.1,1356
-0.12,0.46,-1.04,0.78,1357
-0.11,0.48,-1.07,0.82,1358
-0.09,0.47,-1.02,0.81,1359
-0.24,0.48,-1.19,0.67,1360
0.22,0.48,-0.71,1.19,1361
0.17,0.47,-0.74,1.09,1362
-0.3,0.49,-1.28,0.67,1363
-0.16,0.47,-1.11,0.79,1364
-0.11,0.47,-1.02,0.81,1365
0.03,0.48,-0.89,0.98,1366
0.14,0.48,-0.79,1.08,1367
0.15,0.47,-0.76,1.08,1368
-0.04,0.47,-0.99,0.9,1369
0.11,0.47,-0.84,1.08,1370
0.04,0.47,-0.88,0.97,1371
-0.06,0.47,-0.99,0.89,1372
0.1,0.47,-0.81,1.02,1373
-0.13,0.48,-1.06,0.81,1374
0.1,0.48,-0.87,1.05,1375
-0,0.45,-0.86,0.87,1376
0.16,0.47,-0.77,1.1,1377
-0.15,0.46,-1.06,0.74,1378
0.07,0.47,-0.89,1.01,1379
-0.06,0.45,-0.95,0.81,1380
0.09,0.48,-0.86,1,1381
-0.11,0.47,-1,0.79,1382
0.13,0.47,-0.78,1.09,1383
0.09,0.48,-0.84,1.02,1384
0.05,0.47,-0.84,0.98,1385
-0.07,0.46,-1,0.85,1386
0.14,0.46,-0.76,1.07,1387
0.15,0.47,-0.78,1.08,1388
0.15,0.47,-0.76,1.08,1389
0,0.47,-0.91,0.94,1390
0.05,0.47,-0.87,0.97,1391
0.05,0.49,-0.9,1.02,1392
0.1,0.48,-0.83,1.06,1393
0.06,0.47,-0.86,0.97,1394
0.01,0.45,-0.87,0.9,1395
-0.05,0.46,-0.95,0.85,1396
0.1,0.47,-0.84,1.02,1397
-0.09,0.47,-1.02,0.84,1398
-0.04,0.46,-0.95,0.87,1399
-0.15,0.48,-1.1,0.79,1400
-0.14,0.48,-1.07,0.79,1401
-0.32,0.47,-1.25,0.6,1402
-0.08,0.46,-1,0.81,1403
0.12,0.49,-0.82,1.04,1404
-0.14,0.48,-1.05,0.82,1405
-0.08,0.47,-1.03,0.86,1406
-0.11,0.47,-0.99,0.8,1407
0.04,0.45,-0.85,0.93,1408
-0.11,0.47,-1.04,0.84,1409
-0.09,0.47,-1.01,0.82,1410
-0.13,0.45,-1.03,0.74,1411
-0.17,0.47,-1.09,0.76,1412
-0.05,0.47,-1,0.88,1413
-0.15,0.47,-1.08,0.75,1414
-0.08,0.46,-0.99,0.82,1415
-0.01,0.47,-0.94,0.92,1416
0.2,0.48,-0.75,1.15,1417
0.16,0.47,-0.77,1.08,1418
0.03,0.49,-0.92,1.01,1419
-0.05,0.46,-0.98,0.86,1420
-0,0.47,-0.95,0.9,1421
0.09,0.45,-0.8,0.98,1422
-0.05,0.48,-1,0.89,1423
